"Prediction_Source","Source_File","Source_Row","Pharma_Model","PDB_ID","Num_Feature","Fit","Norm_Fit","zscore","Target_Name_Raw","UniProt_Field_Raw","Class_Raw","Function_Raw","Disease_Raw","Indication_Raw","Mapping_Method","Mapping_Status","Gene_Symbol","UniProt_accession","UniProt_entry_name","UniProt_reviewed","Species","TaxID","Protein_Name_UniProt","Is_Human","Meets_Strict","Meets_Relaxed","Meets_Exploratory","Compound","PubChem_CID","Processing_Date"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","265","1n7h_v","1N7H","5","2.624","0.5248","0.210368","GDP-mannose 4,6 dehydratase 2","P93031","NONE","Cell wall/membrane/envelope biogenesis","NONE","NONE","UniProt_field","mapped","MUR1","P93031","GMD2_ARATH","reviewed","Arabidopsis thaliana (Mouse-ear cress)","3702","GDP-mannose 4,6 dehydratase 2 (EC 4.2.1.47) (GDP-D-mannose dehydratase 2) (GMD 2)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","266","1ycj_v","1YCJ","5","2.622","0.5243","0.00790268","Glutamate receptor, ionotropic kainate 1","P22756","NONE","Ionotropic glutamate receptor. L-glutamate acts as an excitatory neurotransmitter at many synapses in the central nervous system. Binding of the excitatory neurotransmitter L-glutamate induces a conformation change, leading to the opening of the cation channel, and thereby converts the chemical signal to an electrical impulse. The receptor then desensitizes rapidly and enters a transient inactive state, characterized by the presence of bound agonist. May be involved in the transmission of light information from the retina to the hypothalamus.","NONE","NONE","UniProt_field","mapped","Grik1","P22756","GRIK1_RAT","reviewed","Rattus norvegicus (Rat)","10116","Glutamate receptor ionotropic, kainate 1 (GluK1) (Glutamate receptor 5) (GluR-5) (GluR5)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","267","1soj_v","1SOJ","4","2.097","0.5242","-1.03265","cGMP-inhibited 3,5-cyclic phosphodiesterase B","PDE3B_HUMAN","HYDROLASE","May play a role in fat metabolism.","NONE","NONE","UniProt_field","mapped","PDE3B","Q13370","PDE3B_HUMAN","reviewed","Homo sapiens (Human)","9606","cGMP-inhibited 3',5'-cyclic phosphodiesterase 3B (EC 3.1.4.17) (CGIPDE1) (CGIP1) (Cyclic GMP-inhibited phosphodiesterase B) (CGI-PDE B)","TRUE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","268","1vbw_v","1VBW","4","2.092","0.5231","-2.3509","Trypsin inhibitor BGIT","Q7M1Q1","NONE","Involved in serine-type endopeptidase inhibitor activity","NONE","NONE","UniProt_field","mapped","","Q7M1Q1","Q7M1Q1_MOMCH","unreviewed","Momordica charantia (Bitter gourd) (Balsam pear)","3673","Trypsin inhibitor BGIT","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","269","3e32_v","3E32","5","2.608","0.5216","0.15598","Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha","Q04631","NONE","Essential subunit of both the farnesyltransferase and the geranylgeranyltransferase complex. Contributes to the transfer of a farnesyl or geranylgeranyl moiety from farnesyl or geranylgeranyl diphosphate to a cysteine at the fourth position from the C-terminus of several proteins having the C-terminal sequence Cys-aliphatic-aliphatic-X. May positively regulate neuromuscular junction development downstream of MUSK via its function in RAC1 prenylation and activation.","NONE","NONE","UniProt_field","mapped","Fnta","Q04631","FNTA_RAT","reviewed","Rattus norvegicus (Rat)","10116","Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha (EC 2.5.1.58) (EC 2.5.1.59) (CAAX farnesyltransferase subunit alpha) (FTase-alpha) (Ras proteins prenyltransferase subunit alpha) (Type I protein geranyl-geranyltransferase subunit alpha) (GGTase-I-alpha)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","270","1c9y_v","1C9Y","5","2.607","0.5214","-0.390831","Ornithine carbamoyltransferase, mitochondrial","P00480","NONE","Amino acid transport and metabolism","NONE","Used for nutritional supplementation, also for treating dietary shortage or imbalance. It has been claimed that ornithine improves athletic performance, has anabolic effects, has wound-healing effects, and is immuno-enhancing.","UniProt_field","mapped","OTC","P00480","OTC_HUMAN","reviewed","Homo sapiens (Human)","9606","Ornithine transcarbamylase, mitochondrial (OTCase) (EC 2.1.3.3) (Ornithine carbamoyltransferase, mitochondrial)","TRUE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","271","1smk_v","1SMK","5","2.603","0.5205","-0.543333","Malate dehydrogenase, glyoxysomal","P19446","NONE","Involved in oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","NONE","NONE","UniProt_field","mapped","","P19446","MDHG_CITLA","reviewed","Citrullus lanatus (Watermelon) (Citrullus vulgaris)","3654","Malate dehydrogenase, glyoxysomal (EC 1.1.1.37)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","272","1iri_v","1IRI","7","3.639","0.5199","1.66424","Glucose-6-phosphate isomerase","G6PI_HUMAN","ISOMERASE","Neurotrophic factor for spinal and sensory neurons.","Defects in GPI are a cause of hereditary nonspherocytic hemolytic anemia (HA) [MIM:172400]. Severe GPI deficiency can be associated with hydrops fetalis, immediate neonatal death and neurological impairment.","NONE","UniProt_field","mapped","GPI","P06744","G6PI_HUMAN","reviewed","Homo sapiens (Human)","9606","Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Autocrine motility factor) (AMF) (D-hexose-6-phosphate anomerase) (Glucose-6-phosphate C2-epimerase) (EC 5.1.3.-) (Neuroleukin) (NLK) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI) (Sperm antigen 36) (SA-36)","TRUE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","273","1up6_v","1UP6","5","2.595","0.519","-0.276983","6-phospho-beta-glucosidase bglT","Q9X108","NONE","Carbohydrate transport and metabolism","NONE","NONE","UniProt_field","mapped","bglT","Q9X108","BGLT_THEMA","reviewed","Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8)","243274","6-phospho-beta-glucosidase BglT (EC 3.2.1.86)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","274","1mc5_v","1MC5","7","3.628","0.5183","0.981068","Alcohol dehydrogenase class-3","ADHX_HUMAN","OXIDOREDUCTASE","Class-III ADH is remarkably ineffective in oxidizing ethanol, but it readily catalyzes the oxidation of long-chain primary alcohols and the oxidation of S-(hydroxymethyl) glutathione.","NONE","NONE","UniProt_field","mapped","ADH5","P11766","ADHX_HUMAN","reviewed","Homo sapiens (Human)","9606","Alcohol dehydrogenase class-3 (EC 1.1.1.1) (Alcohol dehydrogenase 5) (Alcohol dehydrogenase class chi chain) (Alcohol dehydrogenase class-III) (Glutathione-dependent formaldehyde dehydrogenase) (FALDH) (FDH) (GSH-FDH) (EC 1.1.1.-) (S-(hydroxymethyl)glutathione dehydrogenase) (EC 1.1.1.284)","TRUE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","275","1b66_v","1B66","4","2.073","0.5183","-1.61046","6-pyruvoyl tetrahydrobiopterin synthase","P27213","NONE","Involved in 6-pyruvoyltetrahydropterin synthase activity","NONE","NONE","UniProt_field","mapped","Pts","P27213","PTPS_RAT","reviewed","Rattus norvegicus (Rat)","10116","6-pyruvoyl tetrahydrobiopterin synthase (PTP synthase) (PTPS) (EC 4.2.3.12)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","276","1s9a_v","1S9A","4","2.069","0.5172","-1.45173","Chlorocatechol 1,2-dioxygenase","O67987","NONE","Secondary metabolites biosynthesis, transport and catabolism","NONE","NONE","UniProt_field","mapped","clcA","O67987","CLCA_RHOOP","reviewed","Rhodococcus opacus (Nocardia opaca)","37919","Chlorocatechol 1,2-dioxygenase (EC 1.13.11.-)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","277","1j0y_v","1J0Y","5","2.57","0.5139","-0.255485","Beta-amylase","P36924","NONE","Involved in beta-amylase activity","NONE","NONE","UniProt_field","mapped","spoII","P36924","AMYB_BACCE","reviewed","Bacillus cereus","1396","Beta-amylase (EC 3.2.1.2) (1,4-alpha-D-glucan maltohydrolase)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","278","1v2a_v","1V2A","7","3.587","0.5124","3.41875","Glutathione transferase gst1-6","Q9BHB0","NONE","Posttranslational modification, protein turnover, chaperones","NONE","NONE","UniProt_field","mapped","gst1-6","Q9BHB0","Q9BHB0_9DIPT","unreviewed","Anopheles dirus","7168","glutathione transferase (EC 2.5.1.18) (GST class-theta)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","279","1rxc_v","1RXC","4","2.047","0.5118","-1.14652","Uridine phosphorylase","P12758","NONE","Nucleotide transport and metabolism","NONE","For the topical treatment of multiple actinic or solar keratoses. In the 5% strength it is also useful in the treatment of superficial basal cell carcinomas when conventional methods are impractical, such as with multiple lesions or difficult treatment sites. Fluorouracil injection is indicated in the palliative management of some types of cancer, including colon, rectum, breast, stomach and pancrease.","UniProt_field","mapped","udp","P12758","UDP_ECOLI","reviewed","Escherichia coli (strain K12)","83333","Uridine phosphorylase (UPase) (UrdPase) (EC 2.4.2.3)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","280","1lqp_v","1LQP","5","2.555","0.511","-0.787561","Glutathione transferase fosA","Q9I4K6","NONE","Metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin.","NONE","NONE","UniProt_field","mapped","fosA","Q9I4K6","FOSA_PSEAE","reviewed","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)","208964","Glutathione transferase FosA (EC 2.5.1.18) (Fosfomycin resistance protein)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","281","1ry8_v","1RY8","5","2.55","0.5101","0.1894","Aldo-keto reductase family 1 member C3","AK1C3_HUMAN","OXIDOREDUCTASE","Catalyzes the conversion of aldehydes and ketones to alcohols. Catalyzes the reduction of prostaglandin (PG) D2, PGH2 and phenanthrenequinone (PQ) and the oxidation of 9-alpha,11-beta- PGF2 to PGD2. Functions as a bi-directional 3-alpha-, 17-beta- and 20-","NONE","NONE","UniProt_field","mapped","AKR1C3","P42330","AK1C3_HUMAN","reviewed","Homo sapiens (Human)","9606","Aldo-keto reductase family 1 member C3 (EC 1.1.1.-) (EC 1.1.1.210) (EC 1.1.1.53) (EC 1.1.1.62) (17-beta-hydroxysteroid dehydrogenase type 5) (17-beta-HSD 5) (3-alpha-HSD type II, brain) (3-alpha-hydroxysteroid dehydrogenase type 2) (3-alpha-HSD type 2) (EC 1.1.1.357) (Chlordecone reductase homolog HAKRb) (Dihydrodiol dehydrogenase 3) (DD-3) (DD3) (Dihydrodiol dehydrogenase type I) (HA1753) (Prostaglandin F synthase) (PGFS) (EC 1.1.1.188) (Testosterone 17-beta-dehydrogenase 5) (EC 1.1.1.239, EC 1.1.1.64)","TRUE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","282","1aj8_v","1AJ8","7","3.57","0.5099","2.27411","Citrate synthase","Q53554","NONE","Involved in transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer","NONE","NONE","UniProt_field","mapped","gltA","Q53554","CISY_PYRFU","reviewed","Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)","186497","Citrate synthase (EC 2.3.3.16)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","283","2wea_v","2WEA","7","3.569","0.5099","0.930314","Penicillopepsin","P00798","NONE","Involved in aspartic-type endopeptidase activity","NONE","NONE","UniProt_field","mapped","","P00798","PEPA1_PENJA","reviewed","Penicillium janthinellum (Penicillium vitale)","5079","Penicillopepsin-1 (EC 3.4.23.20) (Aspartic protease) (Peptidase A)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","284","1gxz_v","1GXZ","4","2.034","0.5085","-1.75541","T-cell ecto-ADP-ribosyltransferase 2","P20974","NONE","Involved in NAD(P)+-protein-arginine ADP-ribosyltransferase activity","NONE","NONE","UniProt_field","mapped","Art2b","P20974","NAR2B_RAT","reviewed","Rattus norvegicus (Rat)","10116","T-cell ecto-ADP-ribosyltransferase 2 (EC 2.4.2.31) (ADP-ribosyltransferase C2 and C3 toxin-like 2) (ARTC2) (Alloantigen Rt6.2) (Mono(ADP-ribosyl)transferase 2B) (NAD(+) glycohydrolase) (EC 3.2.2.5) (T-cell NAD(P)(+)--arginine ADP-ribosyltransferase 2) (T-cell mono(ADP-ribosyl)transferase 2) (T-cell surface protein Rt6.2)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","285","1mjt_v","1MJT","5","2.541","0.5083","-0.288249","Nitric oxide synthase oxygenase","P0A094","NONE","Involved in nitric-oxide synthase activity","NONE","NONE","UniProt_field","mapped","nos","P0A094","NOSO_STAAW","reviewed","Staphylococcus aureus (strain MW2)","196620","Nitric oxide synthase oxygenase (EC 1.14.14.47) (NOSoxy-like protein) (SANOS)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","286","1jj9_v","1JJ9","5","2.537","0.5074","-0.562763","Neutrophil collagenase","MMP8_HUMAN","HYDROLASE","Can degrade fibrillar type I, II, and III collagens.","NONE","NONE","UniProt_field","mapped","MMP8","P22894","MMP8_HUMAN","reviewed","Homo sapiens (Human)","9606","Neutrophil collagenase (EC 3.4.24.34) (Matrix metalloproteinase-8) (MMP-8) (PMNL collagenase) (PMNL-CL)","TRUE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","287","2cmd_v","2CMD","7","3.55","0.5072","2.44335","Malate dehydrogenase","P61889","NONE","Energy production and conversion","NONE","For the treatement of bacterial skin infections including pyodermas, infected dermatoses and infections of cuts, wounds, burns and ulcers due to susceptible organisms.","UniProt_field","mapped","mdh","P61889","MDH_ECOLI","reviewed","Escherichia coli (strain K12)","83333","Malate dehydrogenase (EC 1.1.1.37)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","288","1iqp_v","1IQP","5","2.536","0.5072","-0.85097","Replication factor C small subunit","Q8U4J3","NONE","Involved in ATP binding","NONE","NONE","UniProt_field","mapped","rfcS","Q8U4J3","RFCS_PYRFU","reviewed","Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)","186497","Replication factor C small subunit (RFC small subunit) (Clamp loader small subunit) (PfuRFC small subunit) [Cleaved into: Pfu RFC intein]","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","289","1lnx_v","1LNX","5","2.534","0.5067","-0.212427","Small nuclear ribonucleoprotein homolog","Q8ZYG5","NONE","Transcription","NONE","NONE","UniProt_field","mapped","","Q8ZYG5","Q8ZYG5_PYRAE","unreviewed","Pyrobaculum aerophilum (strain ATCC 51768 / DSM 7523 / JCM 9630 / CIP 104966 / NBRC 100827 / IM2)","178306","Putative snRNP Sm-like protein","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","290","1ay8_v","1AY8","4","2.024","0.5061","-1.56534","Aromatic-amino-acid aminotransferase","P95468","NONE","Amino acid transport and metabolism","NONE","NONE","UniProt_field","mapped","tyrB","P95468","TYRB_PARDE","reviewed","Paracoccus denitrificans","266","Aromatic-amino-acid aminotransferase (ARAT) (AROAT) (EC 2.6.1.57)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","291","1b3o_v","1B3O","5","2.524","0.5047","-0.740748","Inosine-5-monophosphate dehydrogenase 2","IMDH2_HUMAN","DEHYDROGENASE","Rate limiting enzyme in the de novo synthesis of guanine nucleotides and therefore is involved in the regulation of cell growth. It may also have a role in the development of malignancy and the growth progression of some tumors.","NONE","Autoimmune disease;Transplant rejection","UniProt_field","mapped","IMPDH2","P12268","IMDH2_HUMAN","reviewed","Homo sapiens (Human)","9606","Inosine-5'-monophosphate dehydrogenase 2 (IMP dehydrogenase 2) (IMPD 2) (IMPDH 2) (EC 1.1.1.205) (Inosine-5'-monophosphate dehydrogenase type II) (IMP dehydrogenase II) (IMPDH-II)","TRUE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","292","1s50_v","1S50","5","2.52","0.5039","-0.660159","Glutamate receptor, ionotropic kainate 2","P42260","NONE","Ionotropic glutamate receptor. L-glutamate acts as an excitatory neurotransmitter at many synapses in the central nervous system. Binding of the excitatory neurotransmitter L-glutamate induces a conformation change, leading to the opening of the cation channel, and thereby converts the chemical signal to an electrical impulse. The receptor then desensitizes rapidly and enters a transient inactive state, characterized by the presence of bound agonist. May be involved in the transmission of light information from the retina to the hypothalamus. Modulates cell surface expression of NETO2 (By similarity).","NONE","NONE","UniProt_field","mapped","Grik2","P42260","GRIK2_RAT","reviewed","Rattus norvegicus (Rat)","10116","Glutamate receptor ionotropic, kainate 2 (GluK2) (Glutamate receptor 6) (GluR-6) (GluR6)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","293","1woq_v","1WOQ","4","2.011","0.5027","-1.75153","Inorganic polyphosphate/ATP-glucomannokinase","Q7WT42","NONE","Transcription","NONE","NONE","UniProt_field","mapped","ppgmk","Q7WT42","Q7WT42_ARTSK","unreviewed","Arthrobacter sp. (strain KM)","184230","Inorganic polyphosphate/ATP-glucomannokinase","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","294","1uqx_v","1UQX","4","2.004","0.5011","-1.57875","Probable sugar-binding lectin protein","Q8XUA5","NONE","NONE","NONE","NONE","UniProt_field","mapped","","Q8XUA5","Q8XUA5_RALN1","unreviewed","Ralstonia nicotianae (strain ATCC BAA-1114 / GMI1000) (Ralstonia solanacearum)","267608","Probable sugar-binding lectin protein","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
